RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,host,location,start_date,end_date,level,year,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1
1,1685,Π,-63,1230,Loss,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1685,Π,-15,1230,Loss,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1999,Δ,-19,1230,Loss,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1999,Δ,3,1230,Win,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1105,Δ,13,1230,Win,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1105,Δ,17,1230,Win,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1230,Π,-8,1230,Loss,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1230,Π,-10,1230,Loss,3,0,5,3.0,14.5,64.0,-82,24,Florida International University A 8/13/2019,Florida International University A 8/13/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1238,Π,0,1238,Tie,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1238,Π,-5,1238,Loss,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1245,Δ,5,1238,Win,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1245,Δ,26,1238,Win,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1281,Π,-10,1238,Loss,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1281,Π,5,1238,Win,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1194,Δ,8,1238,Win,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1194,Δ,10,1238,Win,5,1,2,5.5,21.0,82.0,39,5,Georgia Tech A 8/14/2019,Georgia Tech A 8/14/2019,False,False,False,False,,Jack Kitchin ,Attorney,18,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1230,Δ,0,1241,Tie,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1230,Δ,5,1241,Win,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1507,Π,-1,1241,Loss,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1507,Π,-1,1241,Loss,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1322,Π,17,1241,Win,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1322,Π,29,1241,Win,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1732,Δ,14,1241,Win,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1732,Δ,10,1241,Win,5,1,2,5.5,19.5,80.0,73,1,Eastern Kentucky University A 8/14/2019,Eastern Kentucky University A 8/14/2019,False,False,False,False,,Gillian Norris Kennesaw State Universit,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1507,Δ,-9,1242,Loss,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1507,Δ,-10,1242,Loss,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1052,Π,-10,1242,Loss,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1052,Π,-11,1242,Loss,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1104,Π,11,1242,Win,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1104,Π,22,1242,Win,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1474,Δ,-2,1242,Loss,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1474,Δ,-9,1242,Loss,2,0,6,2.0,16.0,82.0,-18,4,Eastern Kentucky University B,Eastern Kentucky University B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1292,Π,3,1245,Win,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1292,Π,-4,1245,Loss,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1532,Δ,9,1245,Win,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1532,Δ,15,1245,Win,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1508,Δ,-14,1245,Loss,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1508,Δ,0,1245,Tie,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1052,Π,-5,1245,Loss,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1052,Π,-12,1245,Loss,3,1,4,3.5,15.5,77.5,-8,12,Mercer University A 8/14/2019,Mercer University A 8/14/2019,False,False,False,False,,Brianna Vengara University of West Florid,Witness,16,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1322,Δ,-15,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1322,Δ,-7,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1230,Π,-5,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1230,Π,-26,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1999,Π,-6,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1999,Π,-2,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1104,Δ,-3,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1104,Δ,-6,1281,Loss,0,0,8,0.0,11.5,60.0,-70,6,Georgia State University A 8/15/2019,Georgia State University A 8/15/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1473,Δ,-7,1282,Loss,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1473,Δ,-10,1282,Loss,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1337,Π,22,1282,Win,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1337,Π,23,1282,Win,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1230,Δ,10,1282,Win,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1230,Δ,-5,1282,Loss,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1508,Π,-1,1282,Loss,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1508,Π,-6,1282,Loss,3,0,5,3.0,14.0,59.5,26,21,Georgia State University B,Georgia State University B,False,False,False,False,,Helen Westfallen Northern Illinois Universit,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1337,Δ,-3,1292,Loss,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
