RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,division,start_date,end_date,host,level,year,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1
3,1545,Π,6,1070,Win,6,0,6,6.0,20.0,72.0,-30,23,Pomona College,Pomona College,False,False,False,False,,Chris Helwig (Hartman) 1070,Witness,23,Π,Gabriel Bronshteyn 1070,Witness,23,Π,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1545,Π,3,1070,Win,6,0,6,6.0,20.0,72.0,-30,23,Pomona College,Pomona College,False,False,False,False,,Chris Helwig (Hartman) 1070,Witness,23,Π,Gabriel Bronshteyn 1070,Witness,23,Π,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1545,Π,-5,1070,Loss,6,0,6,6.0,20.0,72.0,-30,23,Pomona College,Pomona College,False,False,False,False,,Chris Helwig (Hartman) 1070,Witness,23,Π,Gabriel Bronshteyn 1070,Witness,23,Π,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1320,Δ,-1,1070,Loss,6,0,6,6.0,20.0,72.0,-30,23,Pomona College,Pomona College,False,False,False,False,,Chris Helwig (Hartman) 1070,Witness,23,Π,Gabriel Bronshteyn 1070,Witness,23,Π,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1320,Δ,-19,1070,Loss,6,0,6,6.0,20.0,72.0,-30,23,Pomona College,Pomona College,False,False,False,False,,Chris Helwig (Hartman) 1070,Witness,23,Π,Gabriel Bronshteyn 1070,Witness,23,Π,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1320,Δ,-21,1070,Loss,6,0,6,6.0,20.0,72.0,-30,23,Pomona College,Pomona College,False,False,False,False,,Chris Helwig (Hartman) 1070,Witness,23,Π,Gabriel Bronshteyn 1070,Witness,23,Π,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1545,Δ,0,1128,Tie,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1545,Δ,-30,1128,Loss,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1545,Δ,-6,1128,Loss,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1382,Π,-2,1128,Loss,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1382,Π,7,1128,Win,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1382,Π,-5,1128,Loss,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1622,Δ,1,1128,Win,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1622,Δ,8,1128,Win,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1622,Δ,5,1128,Win,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1257,Π,7,1128,Win,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1257,Π,4,1128,Win,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1257,Π,-8,1128,Loss,6,1,5,6.5,23.0,81.0,-19,12,Washington University (St. Louis),Washington University (St. Louis),False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1062,Δ,-4,1138,Loss,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1062,Δ,14,1138,Win,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1062,Δ,2,1138,Win,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1212,Π,3,1138,Win,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1212,Π,-9,1138,Loss,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1212,Π,-12,1138,Loss,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1158,Π,-13,1138,Loss,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1158,Π,5,1138,Win,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1158,Π,-3,1138,Loss,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1545,Δ,-1,1138,Loss,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1545,Δ,-8,1138,Loss,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1545,Δ,1,1138,Win,5,0,7,5.0,22.0,83.0,-25,3,Cornell College,Cornell College,False,False,False,False,,Sarah Bertschy (Hunter) 1138,Witness,23,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1016,Π,-10,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1016,Π,-4,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1016,Π,-1,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1070,Δ,-2,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1070,Δ,-3,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1070,Δ,-14,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1443,Π,1,1148,Win,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1443,Π,-8,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1443,Π,-9,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1344,Δ,10,1148,Win,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1344,Δ,4,1148,Win,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1344,Δ,-1,1148,Loss,3,0,9,3.0,13.0,55.0,-37,21,Fresno State University,Fresno State University,False,False,False,False,,Kevin Piercy (Echolls) 1148 Fresno State,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1212,Δ,-17,1158,Loss,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1212,Δ,5,1158,Win,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1212,Δ,26,1158,Win,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1062,Π,-5,1158,Loss,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1062,Π,14,1158,Win,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1062,Π,-25,1158,Loss,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1138,Δ,13,1158,Win,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1138,Δ,-5,1158,Loss,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1138,Δ,3,1158,Win,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1382,Π,0,1158,Tie,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1382,Π,7,1158,Win,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
